# counter, batch_size, img_size, random_background, gpu_used, ii, end-start, accuracy
0.000000000000000000e+00,1.024000000000000000e+03,1.280000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.091239677576808390e+03,8.170598911070780446e+01
1.000000000000000000e+00,1.024000000000000000e+03,1.280000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.236146231563749025e+05,8.156079854809436824e+01
