# run, num_workers,duration, accuracy
0.000000000000000000e+00,2.000000000000000000e+00,6.295076175346999889e+02,5.139372822299651489e+01
0.000000000000000000e+00,3.000000000000000000e+00,6.231680049206604508e+02,5.139372822299651489e+01
0.000000000000000000e+00,4.000000000000000000e+00,6.240821271753170549e+02,5.139372822299651489e+01
1.000000000000000000e+00,2.000000000000000000e+00,6.262210740529367285e+02,5.139372822299651489e+01
1.000000000000000000e+00,3.000000000000000000e+00,6.304260764286159429e+02,5.139372822299651489e+01
1.000000000000000000e+00,4.000000000000000000e+00,6.287212733915694116e+02,5.139372822299651489e+01
