# federated, time
1.000000000000000000e+00,1.106461189723956977e+02
1.000000000000000000e+00,1.047876449642419203e+02
1.000000000000000000e+00,1.039071819251742852e+02
0.000000000000000000e+00,1.660007379625403701e+01
0.000000000000000000e+00,1.739258685566517215e+01
0.000000000000000000e+00,1.623922069517300315e+01
