# run, identifier, epoch, accuracy
0.000000000000000000e+00,0.000000000000000000e+00,2.300000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.600000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.700000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.900000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,3.100000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,3.200000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,3.300000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,3.400000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,3.600000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,3.700000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,3.800000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,3.900000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.100000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.200000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.300000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.400000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.500000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.600000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.700000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.800000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.900000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.100000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.200000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.300000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.400000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.500000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.600000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.700000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.800000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.900000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.100000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.200000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.300000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.400000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.500000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.600000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.700000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.800000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.900000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,7.100000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,7.200000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,7.300000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,7.400000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,7.500000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,7.600000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,7.700000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,7.800000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,7.900000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,8.100000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,8.200000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,8.300000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,8.400000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,8.500000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,8.600000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,8.700000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,8.800000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,8.900000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,9.100000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,9.200000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,9.300000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,9.400000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,9.500000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,9.700000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,9.800000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,9.900000000000000000e+01,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.010000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.020000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.030000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.040000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.050000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.060000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.070000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.080000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.090000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.110000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.120000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.130000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.140000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.150000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.160000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.170000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.180000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.190000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.210000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.220000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.230000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.240000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.250000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.260000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.270000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.280000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.290000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.310000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.320000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.330000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.340000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.350000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.360000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.370000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.380000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.390000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.410000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.420000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.430000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.440000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.450000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.460000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.470000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.480000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.490000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.510000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.520000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.530000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.540000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.550000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.560000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.570000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.580000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.590000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.610000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.620000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.630000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.640000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.650000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.660000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.670000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.680000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.690000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.700000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.710000000000000000e+02,4.882032667876588050e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.720000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.730000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.740000000000000000e+02,4.889292196007259861e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.750000000000000000e+02,4.889292196007259861e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.760000000000000000e+02,4.889292196007259861e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.770000000000000000e+02,4.896551724137930961e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.780000000000000000e+02,4.885662431941923955e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.790000000000000000e+02,4.900181488203266866e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.800000000000000000e+02,4.903811252268602772e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.810000000000000000e+02,4.936479128856624499e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.820000000000000000e+02,4.940108892921960404e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.830000000000000000e+02,4.950998185117967409e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.840000000000000000e+02,4.940108892921960404e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.850000000000000000e+02,4.943738656987295599e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.860000000000000000e+02,4.961887477313974415e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.870000000000000000e+02,5.001814882032667953e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.880000000000000000e+02,5.038112522686025585e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.890000000000000000e+02,4.983666061705989136e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.900000000000000000e+02,5.070780399274047312e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.910000000000000000e+02,5.070780399274047312e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.920000000000000000e+02,5.117967332123411950e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.930000000000000000e+02,5.110707803992740139e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.940000000000000000e+02,5.172413793103448398e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.950000000000000000e+02,5.172413793103448398e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.960000000000000000e+02,5.205081669691470125e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.970000000000000000e+02,5.252268602540834763e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.980000000000000000e+02,5.313974591651542312e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.990000000000000000e+02,5.328493647912885933e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+02,5.346642468239564749e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.010000000000000000e+02,5.408348457350272298e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.020000000000000000e+02,5.466424682395643941e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.030000000000000000e+02,5.480943738656987563e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.040000000000000000e+02,5.582577132486388649e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.050000000000000000e+02,5.611615245009074471e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.060000000000000000e+02,5.647912885662432103e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.070000000000000000e+02,5.647912885662432103e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.080000000000000000e+02,5.771324863883847200e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.090000000000000000e+02,5.825771324863883649e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.100000000000000000e+02,5.818511796733212549e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.110000000000000000e+02,5.811252268602540738e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.120000000000000000e+02,5.916515426497277730e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.130000000000000000e+02,6.068965517241379359e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.140000000000000000e+02,5.909255898366605919e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.150000000000000000e+02,6.076225045372051170e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.160000000000000000e+02,6.192377495462795167e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.170000000000000000e+02,6.116152450090743997e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.180000000000000000e+02,6.068965517241379359e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.190000000000000000e+02,6.116152450090743997e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.200000000000000000e+02,6.123411978221415808e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.210000000000000000e+02,6.185117967332123357e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.220000000000000000e+02,6.217785843920145084e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.230000000000000000e+02,6.257713248638838621e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.240000000000000000e+02,6.294010889292196254e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.250000000000000000e+02,6.206896551724138078e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.260000000000000000e+02,6.235934664246823900e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.270000000000000000e+02,6.333938294010889081e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.280000000000000000e+02,6.264972776769509721e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.290000000000000000e+02,6.279491833030853343e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.300000000000000000e+02,6.257713248638838621e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.310000000000000000e+02,6.341197822141560891e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.320000000000000000e+02,6.428312159709618356e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.330000000000000000e+02,6.355716878402903802e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.340000000000000000e+02,6.392014519056261435e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.350000000000000000e+02,6.410163339382940251e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.360000000000000000e+02,6.344827586206896797e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.370000000000000000e+02,6.304900181488203259e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.380000000000000000e+02,6.392014519056261435e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.390000000000000000e+02,6.312159709618875070e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000000e+02,6.333938294010889081e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.410000000000000000e+02,6.388384754990925529e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.420000000000000000e+02,6.442831215970961978e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.430000000000000000e+02,6.355716878402903802e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.440000000000000000e+02,6.446460980036297883e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.450000000000000000e+02,6.323049001814882075e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.460000000000000000e+02,6.323049001814882075e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.470000000000000000e+02,6.254083484573502716e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.480000000000000000e+02,6.297640653357531448e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.490000000000000000e+02,6.196007259528130362e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+02,6.228675136116152800e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.510000000000000000e+02,6.018148820326678816e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.520000000000000000e+02,6.123411978221415808e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.530000000000000000e+02,5.978221415607985278e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.540000000000000000e+02,5.898366606170598914e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.550000000000000000e+02,5.767695099818512006e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.560000000000000000e+02,5.691470054446460836e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.570000000000000000e+02,5.695099818511796741e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.580000000000000000e+02,5.655172413793103203e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.590000000000000000e+02,5.611615245009074471e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.600000000000000000e+02,5.575317604355716838e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.610000000000000000e+02,5.528130671506352201e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.620000000000000000e+02,5.546279491833031017e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.630000000000000000e+02,5.488203266787658663e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.640000000000000000e+02,5.528130671506352201e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.650000000000000000e+02,5.509981851179673384e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.660000000000000000e+02,5.462794918330308747e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.670000000000000000e+02,5.462794918330308747e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.680000000000000000e+02,5.477313974591651657e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.690000000000000000e+02,5.484573502722322758e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.700000000000000000e+02,5.480943738656987563e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.710000000000000000e+02,5.459165154264972841e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.720000000000000000e+02,5.448275862068965836e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.730000000000000000e+02,5.430127041742287020e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.740000000000000000e+02,5.466424682395643941e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.750000000000000000e+02,5.444646098003629930e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.760000000000000000e+02,5.488203266787658663e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.770000000000000000e+02,5.368421052631578760e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.780000000000000000e+02,5.426497277676951114e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.790000000000000000e+02,5.506352087114337479e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+02,5.607985480943738565e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.810000000000000000e+02,5.549909255898366922e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.820000000000000000e+02,5.390199637023593482e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.830000000000000000e+02,5.386569872958257577e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.840000000000000000e+02,5.564428312159709833e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.850000000000000000e+02,5.847549909255898370e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.860000000000000000e+02,5.887477313974591908e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.870000000000000000e+02,5.408348457350272298e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.880000000000000000e+02,5.411978221415608203e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.890000000000000000e+02,5.411978221415608203e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.900000000000000000e+02,5.640653357531760292e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.910000000000000000e+02,5.829401088929219554e+01
