# run, num_workers,duration, accuracy
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.878402903811252145e+01
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.885662431941923955e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.114337568058076045e+01
