# ,num_points,time_build_kd,time_query_kd,time_naive_nn
1.000000000000000000e+01,4.471462851018366883e-05,4.884475831913957095e-04,6.202021374275094043e-04
3.300000000000000000e+01,1.279998907737223135e-04,3.511634336739177797e-03,7.990265181641476033e-03
1.000000000000000000e+02,3.246077230016908288e-04,1.157050745983667639e-02,8.426727742525486065e-02
3.330000000000000000e+02,9.072632257982604642e-04,4.575671828760619064e-02,8.237165024285815207e-01
1.000000000000000000e+01,5.051729021943174303e-05,5.331622116955259116e-04,6.871034136821663196e-04
3.300000000000000000e+01,1.235625612139301666e-04,3.628711570172526990e-03,8.827213800799427190e-03
1.000000000000000000e+02,2.798930945004940440e-04,1.177462461896539025e-02,7.628383890445888937e-02
3.330000000000000000e+02,8.963405684312419908e-04,4.851844393093074359e-02,1.020826776894466548e+00
1.000000000000000000e+01,6.963194056197608006e-05,7.495673603727937007e-04,9.850871593926058267e-04
3.300000000000000000e+01,9.895244889435161895e-04,4.354044284553992838e-03,8.891725745741041464e-03
1.000000000000000000e+02,3.211943925975901948e-04,1.108547320706065875e-02,7.197792257881019395e-02
3.330000000000000000e+02,8.744952537540484627e-04,4.648614699846120857e-02,8.651229310951293883e-01
1.000000000000000000e+01,5.222395543569291476e-05,6.864207475700823124e-04,9.297912066017488542e-04
3.300000000000000000e+01,1.372158829440195404e-04,3.223890582319199893e-03,8.046926466647619236e-03
1.000000000000000000e+02,2.781864292842328723e-04,1.124521707072290155e-02,8.066792049669402331e-02
3.330000000000000000e+02,9.639245108132854511e-04,4.542016390809067161e-02,8.308223736982540686e-01
